Prediction,Truth,Recording
Train,Helicopter,5-177957-E.ogg
Helicopter,Helicopter,5-177957-E.ogg
Rooster,Rooster,5-234879-A.ogg
Hen,Rooster,5-234879-A.ogg
Keyboard typing,Crackling fire,1-17150-A.ogg
Keyboard typing,Crackling fire,1-17150-A.ogg
Pig,Pig,4-250869-B.ogg
Pig,Pig,4-250869-B.ogg
Clapping,Clapping,3-130330-A.ogg
Clapping,Clapping,3-130330-A.ogg
Chirping birds,Chirping birds,1-54918-A.ogg
Chirping birds,Chirping birds,1-54918-A.ogg
Airplane,Airplane,4-251959-A.ogg
Airplane,Airplane,4-251959-A.ogg
Engine,Engine,3-146186-A.ogg
Engine,Engine,3-146186-A.ogg
Pig,Pig,1-260640-A.ogg
Pig,Pig,1-260640-A.ogg
Dog,Dog,1-32318-A.ogg
Dog,Dog,1-32318-A.ogg
Airplane,Helicopter,3-154926-B.ogg
Helicopter,Helicopter,3-154926-B.ogg
Water drops,Rain,4-160999-A.ogg
Rain,Rain,4-160999-A.ogg
Engine,Vacuum cleaner,1-19840-A.ogg
Vacuum cleaner,Vacuum cleaner,1-19840-A.ogg
Dog,Dog,5-231762-A.ogg
Dog,Dog,5-231762-A.ogg
Glass breaking,Glass breaking,5-260434-A.ogg
Glass breaking,Glass breaking,5-260434-A.ogg
Car horn,Car horn,4-175845-A.ogg
Car horn,Car horn,4-175845-A.ogg
Drinking - sipping,Drinking - sipping,3-140323-A.ogg
Drinking - sipping,Drinking - sipping,3-140323-A.ogg
Footsteps,Fireworks,1-160563-B.ogg
Fireworks,Fireworks,1-160563-B.ogg
Car horn,Car horn,2-128465-B.ogg
Car horn,Car horn,2-128465-B.ogg
Snoring,Snoring,2-117330-A.ogg
Snoring,Snoring,2-117330-A.ogg
Hen,Hen,1-18074-A.ogg
Hen,Hen,1-18074-A.ogg
Thunderstorm,Thunderstorm,4-165813-A.ogg
Thunderstorm,Thunderstorm,4-165813-A.ogg
Insects (flying),Crickets,3-129338-A.ogg
Crickets,Crickets,3-129338-A.ogg
Dog,Dog,3-170015-A.ogg
Dog,Dog,3-170015-A.ogg
Crickets,Crickets,4-195805-A.ogg
Engine,Crickets,4-195805-A.ogg
Insects (flying),Insects (flying),3-105236-A.ogg
Insects (flying),Insects (flying),3-105236-A.ogg
Can opening,Can opening,3-166546-A.ogg
Can opening,Can opening,3-166546-A.ogg
Vacuum cleaner,Washing machine,3-156391-A.ogg
Washing machine,Washing machine,3-156391-A.ogg
Pig,Pig,3-253084-D.ogg
Pig,Pig,3-253084-D.ogg
Snoring,Breathing,1-36402-A.ogg
Breathing,Breathing,1-36402-A.ogg
Footsteps,Footsteps,2-209471-A.ogg
Footsteps,Footsteps,2-209471-A.ogg
Drinking - sipping,Mouse click,2-138257-A.ogg
Mouse click,Mouse click,2-138257-A.ogg
Clock tick,Clock tick,5-209698-A.ogg
Clock tick,Clock tick,5-209698-A.ogg
Coughing,Coughing,4-177835-A.ogg
Coughing,Coughing,4-177835-A.ogg
Cat,Cat,2-82274-B.ogg
Cat,Cat,2-82274-B.ogg
Footsteps,Footsteps,5-243025-A.ogg
Footsteps,Footsteps,5-243025-A.ogg
Door - wood creaks,Door - wood creaks,5-177779-A.ogg
Door - wood creaks,Door - wood creaks,5-177779-A.ogg
Laughing,Laughing,4-133674-A.ogg
Laughing,Laughing,4-133674-A.ogg
Dog,Wind,5-217186-C.ogg
Wind,Wind,5-217186-C.ogg
Laughing,Laughing,2-60791-A.ogg
Laughing,Laughing,2-60791-A.ogg
Car horn,Car horn,1-19026-A.ogg
Car horn,Car horn,1-19026-A.ogg
Cat,Cat,2-82274-A.ogg
Cat,Cat,2-82274-A.ogg
Cat,Cat,3-146972-A.ogg
Cat,Cat,3-146972-A.ogg
Cow,Cow,2-103428-A.ogg
Cow,Cow,2-103428-A.ogg
Dog,Dog,3-163459-A.ogg
Dog,Dog,3-163459-A.ogg
Door knock,Door knock,1-103995-A.ogg
Door knock,Door knock,1-103995-A.ogg
Door - wood creaks,Door knock,5-251426-A.ogg
Door knock,Door knock,5-251426-A.ogg
Chirping birds,Chirping birds,1-38559-A.ogg
Chirping birds,Chirping birds,1-38559-A.ogg
Cow,Cow,4-213915-C.ogg
Cow,Cow,4-213915-C.ogg
Chainsaw,Clock alarm,2-102435-A.ogg
Clock alarm,Clock alarm,2-102435-A.ogg
Water drops,Water drops,1-90797-A.ogg
Water drops,Water drops,1-90797-A.ogg
Laughing,Laughing,3-126113-A.ogg
Laughing,Laughing,3-126113-A.ogg
Crying baby,Crying baby,1-211527-C.ogg
Crying baby,Crying baby,1-211527-C.ogg
Pig,Pig,1-208757-D.ogg
Pig,Pig,1-208757-D.ogg
Sheep,Sheep,3-140199-C.ogg
Sheep,Sheep,3-140199-C.ogg
Dog,Dog,4-207124-A.ogg
Dog,Dog,4-207124-A.ogg
Car horn,Car horn,5-179868-A.ogg
Car horn,Car horn,5-179868-A.ogg
Engine,Engine,2-106487-A.ogg
Engine,Engine,2-106487-A.ogg
Pig,Pig,1-208757-A.ogg
Pig,Pig,1-208757-A.ogg
Crying baby,Crying baby,5-198411-F.ogg
Crying baby,Crying baby,5-198411-F.ogg
Church bells,Church bells,5-204741-A.ogg
Church bells,Church bells,5-204741-A.ogg
Chirping birds,Chirping birds,4-159609-A.ogg
Chirping birds,Chirping birds,4-159609-A.ogg
Insects (flying),Insects (flying),1-46938-B.ogg
Insects (flying),Insects (flying),1-46938-B.ogg
Engine,Engine,5-209992-B.ogg
Vacuum cleaner,Engine,5-209992-B.ogg
Clock alarm,Clock alarm,1-13613-A.ogg
Clock alarm,Clock alarm,1-13613-A.ogg
Cow,Cow,1-202111-A.ogg
Cow,Cow,1-202111-A.ogg
Insects (flying),Chirping birds,1-100038-A.ogg
Chirping birds,Chirping birds,1-100038-A.ogg
Chainsaw,Snoring,3-151557-A.ogg
Snoring,Snoring,3-151557-A.ogg
Fireworks,Fireworks,2-117615-D.ogg
Fireworks,Fireworks,2-117615-D.ogg
Crying baby,Crying baby,2-50665-A.ogg
Crying baby,Crying baby,2-50665-A.ogg
Water drops,Water drops,3-160119-A.ogg
Water drops,Water drops,3-160119-A.ogg
Glass breaking,Glass breaking,1-84704-A.ogg
Glass breaking,Glass breaking,1-84704-A.ogg
Pig,Pig,2-166644-A.ogg
Pig,Pig,2-166644-A.ogg
Church bells,Church bells,3-98193-A.ogg
Church bells,Church bells,3-98193-A.ogg
Door knock,Door knock,4-182039-A.ogg
Door knock,Door knock,4-182039-A.ogg
Insects (flying),Insects (flying),1-7973-A.ogg
Insects (flying),Insects (flying),1-7973-A.ogg
Cow,Cow,4-181955-B.ogg
Cow,Cow,4-181955-B.ogg
Clapping,Clapping,4-189832-A.ogg
Clapping,Clapping,4-189832-A.ogg
Crow,Crow,3-124925-A.ogg
Cow,Crow,3-124925-A.ogg
Siren,Siren,1-76831-C.ogg
Siren,Siren,1-76831-C.ogg
Car horn,Car horn,4-191015-A.ogg
Car horn,Car horn,4-191015-A.ogg
Church bells,Church bells,4-125825-A.ogg
Clock alarm,Church bells,4-125825-A.ogg
Sneezing,Sneezing,3-142605-A.ogg
Sneezing,Sneezing,3-142605-A.ogg
Snoring,Snoring,1-27405-A.ogg
Snoring,Snoring,1-27405-A.ogg
Train,Train,2-122067-B.ogg
Train,Train,2-122067-B.ogg
Crying baby,Crying baby,5-198411-D.ogg
Crying baby,Crying baby,5-198411-D.ogg
Car horn,Car horn,4-178402-A.ogg
Car horn,Car horn,4-178402-A.ogg
Brushing teeth,Brushing teeth,2-86160-A.ogg
Brushing teeth,Brushing teeth,2-86160-A.ogg
Cat,Cat,4-133047-C.ogg
Cat,Cat,4-133047-C.ogg
Siren,Siren,1-31482-A.ogg
Siren,Siren,1-31482-A.ogg
Dog,Dog,2-122104-A.ogg
Dog,Dog,2-122104-A.ogg
Chirping birds,Chirping birds,1-38560-A.ogg
Chirping birds,Chirping birds,1-38560-A.ogg
Crying baby,Crying baby,4-59579-A.ogg
Crying baby,Crying baby,4-59579-A.ogg
Brushing teeth,Brushing teeth,3-100024-B.ogg
Brushing teeth,Brushing teeth,3-100024-B.ogg
Brushing teeth,Brushing teeth,1-58923-A.ogg
Brushing teeth,Brushing teeth,1-58923-A.ogg
Church bells,Church bells,3-98869-A.ogg
Church bells,Church bells,3-98869-A.ogg
Airplane,Crying baby,1-211527-B.ogg
Crying baby,Crying baby,1-211527-B.ogg
